"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","rt.sulfur.dioxide"
"4725",6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,5.19615242270663
"2613",6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7,6.08276253029822
"2376",7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,6,6.40312423743285
"1087",5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8,4.58257569495584
"1388",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,3.87298334620742
"1721",7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,5.47722557505166
"3966",7.3,0.38,0.23,6.5,0.05,18,102,0.99304,3.1,0.55,11.2,4,4.24264068711928
"3552",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,6.2449979983984
"4098",6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,6,4.58257569495584
"3810",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,4
"4252",7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6,5.3851648071345
"2969",8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,5,7.21110255092798
"215",6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,5.91607978309962
"1620",6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8,5.56776436283002
"985",6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,5,7.93725393319377
"2364",6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,5,6.6332495807108
"2459",7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,6,6.85565460040104
"1306",7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,4.12310562561766
"3490",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8,2.64575131106459
"733",8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7,3.74165738677394
"4739",5.5,0.3,0.25,1.9,0.029,33,118,0.98972,3.36,0.66,12.5,6,5.74456264653803
"3665",5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,7.34846922834953
"3475",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,6
"2753",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,3.87298334620742
"4744",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5,7.93725393319377
"1752",6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,6.32455532033676
"4833",5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5,4.12310562561766
"1290",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,3.87298334620742
"1359",6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8,5.91607978309962
"302",8.3,0.2,0.35,0.9,0.05,12,74,0.992,3.13,0.38,10.5,6,3.46410161513775
"3220",6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,7,6.08276253029822
"165",6.7,0.24,0.35,13.1,0.05,64,205,0.997,3.15,0.5,9.5,5,8
"250",6.1,0.41,0.14,10.4,0.037,18,119,0.996,3.38,0.45,10,5,4.24264068711928
"3830",7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,4.89897948556636
"4565",7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,5.56776436283002
"383",7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6,5.09901951359278
"2098",6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,5,5.56776436283002
"133",6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,5,7.68114574786861
"2009",7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,4.58257569495584
"2956",7.4,0.35,0.24,6,0.042,28,123,0.99304,3.14,0.44,11.3,5,5.29150262212918
"2237",7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,6.92820323027551
"3198",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,6.85565460040104
"4412",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7,4.69041575982343
"3028",7.4,0.32,0.22,11.7,0.035,44,150,0.99578,3.1,0.45,10.4,5,6.6332495807108
"1722",8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,4.89897948556636
"4292",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5,8.24621125123532
"201",6.8,0.27,0.26,16.1,0.049,55,196,0.9984,3.15,0.5,9.3,5,7.41619848709566
"3601",6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,5.65685424949238
"3613",6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6,5.56776436283002
"2770",7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,5,2.82842712474619
"474",7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,5.8309518948453
"1486",7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,4.47213595499958
"4581",5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,6,6.6332495807108
"520",7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7,5,2.64575131106459
"2928",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,6.70820393249937
"1112",8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,6,3.87298334620742
"3287",6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7,6.32455532033676
"1397",7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,3.46410161513775
"1942",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,5.91607978309962
"4022",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,5.91607978309962
"3727",4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7,4.69041575982343
"2692",6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6,5.09901951359278
"3925",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,4
"453",5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,5.19615242270663
"2217",7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,5,4
"3226",6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3,7,5.91607978309962
"2884",6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7,4
"3268",5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,6.2449979983984
"123",7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5,5.56776436283002
"1162",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,4.79583152331272
"2082",7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,5,4.24264068711928
"817",8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5,2.64575131106459
"4157",6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5,7.93725393319377
"489",7.4,0.29,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,7.28010988928052
"2020",6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,6.16441400296898
"4270",7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5,6.6332495807108
"2253",7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,5,7.14142842854285
"3782",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,5.56776436283002
"1176",6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5,7.54983443527075
"4871",6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7,5.3851648071345
"3583",6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6,3.46410161513775
"4727",6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,6,5.91607978309962
"1447",6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,5.91607978309962
"1014",6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5,5,7.87400787401181
"3615",6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5,6.40312423743285
"3987",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,6.70820393249937
"347",5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,4.47213595499958
"1192",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,6
"4063",7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6,5.19615242270663
"43",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,5.29150262212918
"1944",6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5,6.92820323027551
"4087",7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,5.47722557505166
"2562",6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,6
"3526",5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6,6.32455532033676
"3213",6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,4.79583152331272
"3964",6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7,3.60555127546399
"4728",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6,6.08276253029822
"2481",6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,5,4.69041575982343
"49",7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,5.29150262212918
"2465",6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,5,5.91607978309962
"2036",8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,5,4.24264068711928
"3082",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,7.61577310586391
"3881",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,6.48074069840786
"3237",6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,6.6332495807108
"2062",6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,6,4.79583152331272
"1235",7.7,0.26,0.31,1.3,0.043,47,155,0.9937,3.42,0.5,10.1,6,6.85565460040104
"886",6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7,4.47213595499958
"998",6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,6,5.74456264653803
"3110",6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4,5.56776436283002
"4449",7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,5.65685424949238
"3703",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,5.09901951359278
"305",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,6.40312423743285
"1711",8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5,3.16227766016838
"2377",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,6.557438524302
"2382",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6,6.08276253029822
"3511",7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,8.66025403784439
"1092",7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6,5.91607978309962
"4805",6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4,3
"2117",6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,4,4.35889894354067
"2043",5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,6,4.69041575982343
"2019",7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,3.46410161513775
"3212",8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,7.21110255092798
"1568",7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5,4.35889894354067
"3420",6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7,7.07106781186548
"3245",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7,4.47213595499958
"3824",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,6.92820323027551
"568",6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,7.68114574786861
"2625",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5,4.47213595499958
"3481",6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8,6.08276253029822
"3840",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,5.8309518948453
"3228",6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6,7.21110255092798
"2656",6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,5,8.42614977317636
"4662",8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,5,5.91607978309962
"3358",6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7,5
"956",7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,5,3.87298334620742
"3131",6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,5.47722557505166
"899",6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,3.60555127546399
"3752",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,3.16227766016838
"2339",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,6.32455532033676
"3631",6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,4.58257569495584
"1670",7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,3.16227766016838
"3592",6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5,5.29150262212918
"1328",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,6.6332495807108
"2939",7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,6.40312423743285
"2682",7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3,6,6.78232998312527
"4311",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,7.68114574786861
"3434",6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7,5.47722557505166
"1725",7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,5.56776436283002
"2892",6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2,6,6.32455532033676
"4747",6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,6,7.81024967590665
"3275",6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,5,6.32455532033676
"3015",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,3.46410161513775
"725",7.8,0.3,0.4,1.8,0.028,23,122,0.9914,3.14,0.39,10.9,7,4.79583152331272
"3806",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,4.47213595499958
"1282",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7,5.09901951359278
"4792",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,6.16441400296898
"4381",5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6,5.74456264653803
"3106",7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6,5.09901951359278
"2824",7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,6,4.24264068711928
"786",7.6,0.3,0.27,10.6,0.039,31,119,0.99815,3.27,0.3,9.3,6,5.56776436283002
"4346",7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,4.58257569495584
"4729",7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6,6
"4089",7.3,0.25,0.27,3.8,0.047,16,79,0.99173,3.07,0.46,11.3,6,4
"2797",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7,6.2449979983984
"1965",6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5,7.07106781186548
"3229",6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,7.61577310586391
"3574",7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,4.47213595499958
"128",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,6.92820323027551
"1018",7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,5
"2110",7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,6,7.68114574786861
"433",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,8.57321409974112
"3659",5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,6.40312423743285
"372",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,6
"4118",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,5.74456264653803
"338",5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,6,7.41619848709566
"2497",8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,5,3.60555127546399
"2900",6.2,0.21,0.26,13.1,0.05,59,150,0.99772,3.31,0.46,9,5,7.68114574786861
"119",7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,8.24621125123532
"3931",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,5
"2709",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,7.48331477354788
"4545",5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,6
"3729",6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,4.58257569495584
"2255",6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4,6,6.85565460040104
"3303",6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6,5.09901951359278
"3192",7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,6,7
"3428",5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,7.93725393319377
"4858",7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6,4.35889894354067
"3342",7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5,6,4.79583152331272
"807",6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5,7.54983443527075
"892",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7,6.32455532033676
"3132",6.3,0.35,0.26,17.6,0.061,59,198,0.99918,3.11,0.49,8.8,5,7.68114574786861
"3814",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,4.58257569495584
"4743",6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,6,6
"199",7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,7.21110255092798
"1642",6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6,6.48074069840786
"3951",4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,5.65685424949238
"4011",7.2,0.21,0.29,3.1,0.044,39,122,0.99143,3,0.6,11.3,6,6.2449979983984
"219",5.7,0.28,0.24,17.5,0.044,60,167,0.9989,3.31,0.44,9.4,5,7.74596669241483
"1953",8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,5.3851648071345
"1885",6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,5.8309518948453
"1742",7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6,5.29150262212918
"3614",7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,5.19615242270663
"113",7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,5,8.24621125123532
"1846",7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,6.6332495807108
"4679",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,7.54983443527075
"4104",5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,7,4.69041575982343
"3875",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,7.07106781186548
"2112",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,6.6332495807108
"374",7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,5.47722557505166
"177",7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4,4.35889894354067
"3254",5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8,6.08276253029822
"4167",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,7,5.91607978309962
"2629",7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2,6,6.48074069840786
"3823",7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,6.2449979983984
"4102",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,7.34846922834953
"3560",7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4,2.23606797749979
"1385",6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,2.23606797749979
"974",6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,4.79583152331272
"1712",7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5,5.56776436283002
"1372",8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7,6.40312423743285
"2498",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5,5.65685424949238
"2102",6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6,4
"4778",5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,6,5.56776436283002
"3206",6.8,0.45,0.36,5,0.033,28,156,0.991,3.11,0.4,12.4,7,5.29150262212918
"2021",7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,6,6
"2197",7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7,6,4.47213595499958
"3794",6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,7.93725393319377
"2880",5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,4.89897948556636
"286",7.3,0.32,0.25,7.2,0.056,47,180,0.9961,3.08,0.47,8.8,5,6.85565460040104
"4540",8.3,0.14,0.36,8.8,0.026,13,60,0.9956,3.13,0.35,11.05,5,3.60555127546399
"839",7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8,5.47722557505166
"3403",7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,4.24264068711928
"4062",6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5,4.47213595499958
"4211",6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6,5.09901951359278
"2918",7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,5.09901951359278
"3309",6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6,4.35889894354067
"280",7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,7,4.12310562561766
"1794",7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,6.48074069840786
"2483",6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5,6,7.34846922834953
"1307",6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8,5.8309518948453
"3290",6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5,7.74596669241483
"1699",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,6.40312423743285
"71",6.2,0.27,0.43,7.8,0.056,48,244,0.9956,3.1,0.51,9,6,6.92820323027551
"2778",7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6,4.89897948556636
"2106",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,2.23606797749979
"4671",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,7.54983443527075
"4396",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5,5.91607978309962
"766",7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11,6,5.91607978309962
"811",6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,7.81024967590665
"3167",5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6,6.48074069840786
"17",6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6,5.47722557505166
"1019",7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,6.85565460040104
"1365",7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5,6.16441400296898
"3041",6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,7.61577310586391
"4153",6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,2.82842712474619
"935",6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9,5,8
"450",6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7,5.8309518948453
"1303",7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6,6.2449979983984
"3949",5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5,5.09901951359278
